anime_id,name,genre,type,episodes,rating,members
4003,Dream Hunter Rem,"Ecchi, Magic",OVA,4,6.27,1442
498,Haja Taisei Dangaiou,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.27,2350
10481,Otohime Connection,"Drama, Mystery, Romance, Shoujo, Slice of Life",OVA,1,6.27,259
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"Comedy, Drama, Harem, Romance, Sci-Fi",TV,13,6.27,5200
2823,Barbapapa,"Comedy, Fantasy",TV,45,6.26,1385
12877,Bokurano Recap,"Drama, Mecha, Psychological, Sci-Fi",Special,1,6.26,1737
1056,Good Morning Call,"Comedy, Drama, Romance, School, Shoujo",OVA,1,6.26,3970
5689,Eien no Filena,"Adventure, Drama, Fantasy",OVA,6,6.25,301
5287,Ippatsu Kanta-kun,"Action, Adventure, Comedy, Kids, Sports",TV,53,6.25,310
3889,Junk Boy,"Comedy, Ecchi, Romance",OVA,1,6.25,3156
6932,Kemono to Chat,Comedy,OVA,1,6.25,1175
4461,Kouchou-sensei to Kujira,Drama,Movie,1,6.25,1441
18003,Thermae Romae x TOTO Collaboration,"Comedy, Historical, Seinen",Special,1,6.24,447
6918,Wolverine,"Action, Martial Arts, Super Power",TV,12,6.24,14989
8842,Oishinbo: Nichibei Kome Sensou,"Comedy, Seinen, Slice of Life",Movie,1,6.23,199
31133,Shounen Sunday CM Gekijou: InuYasha-hen,"Action, Demons, Fantasy",Special,2,6.23,1218
2693,Detatoko Princess,"Comedy, Fantasy",OVA,3,6.21,1220
12965,Jewelpet Movie: Sweets Dance Princess,"Fantasy, Magic, Shoujo",Movie,1,6.2,581
3183,MAPS: Densetsu no Samayoeru Seijin-tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1,6.2,402
31402,Soul Worker: Your Destiny Awaits,"Action, Fantasy, Sci-Fi",ONA,5,6.2,430
13983,Thermae Romae: Kodai Romajin ga Uchuu e,"Comedy, Seinen, Space",Special,1,6.2,749
10869,Scan2Go,"Cars, Kids, Shounen, Space, Sports",TV,52,6.19,642
989,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,"Historical, Military",Special,1,6.18,560
27677,Stratos 4 OVA: Stratos 4.1 - Dutch Roll,"Action, Military, Parody, Sci-Fi",Special,1,6.18,239
22847,Kara no Kyoukai: Mirai Fukuin - Manner Movie,Drama,Movie,1,6.17,4260
8316,Kawasaki Frontale x Tentai Senshi Sunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,4,6.17,363
2476,School Days,"Drama, Harem, Romance, School",TV,12,6.17,279183
5503,Atagoal wa Neko no Mori,Kids,Movie,1,6.15,483
22099,Hero Bank,"Game, Kids",TV,51,6.15,1946
29517,Kumi to Tulip,"Kids, Sci-Fi",Movie,1,6.14,999
17719,Mahoutsukai Sally (Movie),"Comedy, Magic, Shoujo",Movie,1,6.14,202
12755,Mahoutsukai Jiji,"Fantasy, Magic, Music",ONA,1,6.13,1039
25441,Shin Strange+ Special,"Comedy, Shoujo, Slice of Life",Special,1,6.13,1094
32563,Starry Tales: Seiza wa Toki wo Koete,"Fantasy, Space",Movie,1,6.13,286
3258,Lily C.A.T.,"Horror, Sci-Fi, Space",Movie,1,6.11,2068
7174,Usaru-san,Kids,Special,4,6.11,822
10799,Chime,Music,Music,1,6.09,3125
25999,Minna Atsumare! Falcom Gakuen SC,"Comedy, Parody, School, Seinen",TV,12,6.09,1366
12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",OVA,1,6.09,595
6443,AIKa Zero,"Action, Adventure, Comedy, Ecchi",OVA,3,6.08,9595
15423,Antinotice,Music,Music,1,6.07,744
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1,6.07,1705
31035,Inferno Cop Specials,"Action, Comedy",Special,2,6.06,755
8667,Koi Hanabi,"Fantasy, Music",Music,1,6.06,235
14045,Mangirl!,"Comedy, Slice of Life",TV,13,6.05,19015
6798,Saa Ikou! Tamagotchi,Kids,TV,12,6.06,487
3805,Kaitou Tenshi Twin Angel,Magic,OVA,2,6.05,3442
12157,Busou Chuugakusei: Basket Army,"Action, Military",ONA,5,6.04,4046
33775,Soul Buster,"Action, Samurai",TV,12,6.01,11086
5472,Kokoro Toshokan: Communication Clips,"Comedy, Drama, Slice of Life",Special,1,6.03,455
2527,Kotetsu no Daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2,6.03,1420
4688,Minna Agechau♡,"Comedy, Ecchi, Romance",OVA,1,6.03,690
3267,Kingdom of Chaos: Born to Kill,Fantasy,OVA,4,6.02,496
28959,Kizuna (Special),"Drama, Romance, Slice of Life",Special,1,6.02,394
7518,Boku wa Kuma,"Kids, Music, Slice of Life",Music,1,5.98,985
19519,Dream Creator feat. GUMI,Music,Music,1,5.98,571
8963,Stitch!: Piko Kara no Chousenjou,"Adventure, Comedy, Kids",Special,1,5.98,458
1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,5.97,6686
1767,Psycho Diver: Mashou Bosatsu,"Horror, Psychological, Sci-Fi",OVA,1,5.95,2137
8722,Ten no Kawa,"Fantasy, Music",Music,1,5.95,471
23213,Kantoku Fuyuki Todoki,"Comedy, Josei, Slice of Life",TV,13,5.94,4037
20463,Little Nemo Pilot (1987),Adventure,Special,1,5.93,267
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,"Action, Fantasy, Magic",OVA,2,5.92,641
3968,Dragoon,"Adventure, Fantasy",OVA,3,5.92,896
7561,Kaitou Reinya,Comedy,TV,12,5.92,2087
32735,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,5.91,937
2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",TV,18,5.91,1680
11735,Coluboccoro,"Fantasy, Sci-Fi",OVA,1,5.89,1081
16183,Lupin Shanshei,"Comedy, Parody",OVA,10,5.9,582
16377,Peeping Life: The Perfect Extension,"Comedy, Slice of Life",OVA,10,5.89,245
33366,Toukiden 2,"Action, Demons",ONA,3,5.89,199
3736,Parappa the Rapper,"Comedy, Fantasy",TV,30,5.85,1199
30967,Chuumon no Ooi Ryouriten (1993),"Fantasy, Horror, Supernatural",Movie,1,5.83,238
5878,Love Position: Halley Densetsu,"Fantasy, Sci-Fi",OVA,1,5.84,398
31549,Peeping Life TV: Season 1??,"Comedy, Slice of Life",TV,12,5.83,1573
30920,Utopa,Sci-Fi,Movie,1,5.83,590
10375,Denshinbashira no Okaasan,Drama,Movie,1,5.82,224
9053,Ice Movie,"Action, Military, Sci-Fi",Movie,1,5.82,804
33274,Onara Gorou,Comedy,TV,13,5.82,5117
13427,PES: Peace Eco Smile,"Slice of Life, Space",ONA,7,5.82,2487
21715,Makkuramori no Uta,Music,Music,1,5.81,117
21267,Go! Go! 575,Slice of Life,TV,4,5.8,7755
31966,Sword Gai,"Action, Seinen, Supernatural",ONA,1,5.8,210
5053,Ai City,"Action, Sci-Fi, Super Power",Movie,1,5.79,1513
2837,Ariel Deluxe,"Action, Comedy, Mecha, Sci-Fi",OVA,2,5.79,615
21055,Mission School,"Music, School",Music,1,5.79,243
10463,Exper Zenon,"Action, Sci-Fi",Movie,1,5.78,623
11269,Maken Liner 0011 Henshin Seyo!,"Action, Mecha, Sci-Fi",Movie,1,5.77,238
8660,Minarai Chameleon,"Comedy, Kids, Music",Music,1,5.77,140
25891,Stitch to Suna no Wakusei,"Adventure, Comedy, Kids, Sci-Fi",Special,1,5.77,198
31908,"Ai think so,",Music,Music,1,5.77,203
6305,Life no Color,"Music, School",Movie,1,5.75,1441
1776,Bulg-eunmae,"Martial Arts, Super Power",Movie,1,5.74,582
23375,Minarai Diva,Music,TV,10,5.73,982
23835,Moonrakers,"Drama, Sci-Fi, Space",ONA,1,5.73,1013
2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",OVA,2,5.71,720
31904,Big Order (TV),"Action, Shounen, Super Power",TV,10,5.7,84079
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,"Comedy, Mecha, Sci-Fi",Special,2,5.7,864
20329,Koroshiya-san: The Hired Gun,"Action, Comedy, Police, Seinen, Thriller",TV,10,5.69,4608
19925,KY Kei JC Kuukichan,"Comedy, School",ONA,6,5.69,394
25991,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,5.68,763
19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,5.68,218
33449,Moving Colors,Dementia,Movie,1,5.67,109
19287,Reunion (Music),Music,Music,1,5.67,1229
4927,Tomoe ga Yuku!,"Adventure, Drama",OVA,2,5.65,317
15535,Yumekuri,"Seinen, Slice of Life",OVA,1,5.64,4218
2528,Megami Tengoku,"Adventure, Ecchi, Fantasy",OVA,2,5.62,952
22467,Minihams no Ai no Uta,"Kids, Music",Music,1,5.61,161
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Comedy,Special,1,5.6,177
19239,Old City Ward,"Fantasy, Music",Music,1,5.6,278
24181,3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,"Music, School",Music,1,5.59,385
23061,Heya/Keitai,"Fantasy, Music",Movie,1,5.59,311
15021,Yuki no Taiyou Pilot,"Drama, Shoujo",Special,1,5.58,1051
25973,I Love Picnic,"Comedy, Kids",Special,1,5.58,110
8773,Nekko-kun,"Kids, Music",Music,1,5.56,185
2003,Tokyo Vice,"Action, Mecha, Mystery, Sci-Fi",OVA,1,5.56,711
1772,Seishoujo Kantai Virgin Fleet,"Fantasy, Military, School, Sci-Fi",OVA,3,5.53,892
17161,Peeping Life: The Perfect Emotion Special,"Comedy, Slice of Life",Special,1,5.5,231
3320,Harbor Light Monogatari: Fashion Lala yori,Shoujo,OVA,1,5.49,800
20547,Top wo Nerae 2! Kagaku Kouza,Sci-Fi,Special,3,5.49,737
12789,Yasashii Lion,"Fantasy, Kids, Music",Movie,1,5.49,186
8774,3-tsu no Hanashi,Fantasy,Special,1,5.47,257
32789,Answer,"Music, Supernatural, Vampire",Music,1,5.44,103
31309,Balloon,Dementia,ONA,1,5.42,230
9356,Cool Cool Bye,"Action, Adventure, Fantasy",OVA,1,5.41,374
19209,Devour Dinner,"Dementia, Fantasy",Movie,1,5.39,215
21717,Koisuru Niwatori,Music,Music,1,5.39,129
17163,Peeping Life: The Perfect Evolution Specials,"Comedy, Slice of Life",Special,3,5.38,220
11729,Space Neko Theater,Comedy,ONA,1,5.38,584
30105,Fukashigi no Kazoekata,Kids,ONA,1,5.37,143
31108,Green Dakara x Bakemono no Ko,Music,ONA,2,5.38,1086
13439,Shinpi no Hou,"Adventure, Supernatural",Movie,1,5.37,1100
30336,Tori,Dementia,Movie,1,5.37,117
32767,Hane,Music,Music,1,5.36,97
25461,Tatamp,Music,Movie,1,5.35,273
6827,Suzume no Oyado,Fantasy,Movie,1,5.34,359
6829,Izakaya no Ichiya,Action,Movie,1,5.31,406
31491,Hantsu x Trash,"Comedy, Ecchi, Romance, School, Seinen, Sports",OVA,3,5.29,6850
3306,Aoki Honoo,"Drama, Romance, Seinen",OVA,1,5.27,1312
32291,Kakegae no,Drama,ONA,1,5.27,103
28687,Poker,Music,Music,1,5.26,311
8958,Potecco Babies,Comedy,ONA,2,5.26,184
6281,Asylum Session,"Sci-Fi, Seinen",Movie,1,5.25,2678
33871,Estima: Sense of Wonder,"Comedy, Historical, Sci-Fi",ONA,13,5.24,127
4395,Norakuro Nitouhei: Enshuu no Maki,Adventure,Movie,1,5.23,355
4392,Ooatari Sora no Entaku,Comedy,Movie,1,5.15,461
765,Chou Henshin Cosprayers Specials,"Adventure, Comedy, Magic, Sci-Fi",Special,3,5.13,1480
18047,Seiyuu Deka,"Comedy, Magic",ONA,1,5.12,170
7810,Yami wo Mitsumeru Hane,Dementia,Movie,1,5.06,500
5838,Furudera no Obake-soudou,"Action, Adventure",Movie,1,5.04,531
25533,Many Mary,Music,Music,1,5.04,153
10627,Ski Jumping Pairs: Road to Torino 2006,"Comedy, Sports",Movie,1,5.03,187
24847,Ichigeki Sacchuu!! Hoihoi-san: Legacy,"Comedy, Sci-Fi",ONA,1,5.0,475
4966,Jigazou,Comedy,Movie,1,4.97,1152
9976,Wakaranai Buta,Drama,Movie,1,4.92,333
30666,Memories: Younenki no Joukei,Dementia,Movie,1,4.91,133
6831,Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Supernatural,Movie,1,4.89,593
32298,Nakanaori,"Action, Samurai",ONA,1,4.85,192
4934,A.F,"Action, Mecha, Sci-Fi",Special,1,4.7,646
9342,Twinkle Nora Rock Me!,"Action, Sci-Fi",OVA,1,4.69,338
28645,Haru no Shikumi,Dementia,Movie,1,4.63,363
9801,Hustle!! Tokitama-kun,Dementia,Special,1,4.56,369
23055,Kangaeru Renshuu,Kids,Movie,1,4.46,213
33220,Natsu no Gero wa Fuyu no Sakana,"Dementia, Music",Music,1,4.45,147
7024,Heya,"Comedy, Dementia",Movie,1,4.16,804
30860,Koumon-teki Juuku Ketsujiru Juke,"Comedy, Dementia, Music",Music,1,3.78,310
22161,Scrap Diary,Dementia,Movie,1,3.59,470
2792,Panzer Dragoon,"Adventure, Fantasy",OVA,1,3.47,1047
11883,Nendo no Tatakai 2,"Comedy, Fantasy",ONA,1,3.46,1042
25627,"&quot;Aesop&quot; no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Kids,Movie,1,5.0,113
24989,Agukaru: Play with Ibaraki-hen,"Magic, Slice of Life, Supernatural",ONA,20,4.81,171
24857,Akagaki Genzou: Tokuri no Wakare,Comedy,Movie,1,4.5,87
8226,Akuma-kun (Movie),"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1,5.91,213
20237,Anime Document: München e no Michi,Sports,TV,16,6.5,83
26285,Ao no Doumon,"Drama, Historical, Kids, Samurai",OVA,1,6.08,82
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,"Drama, Historical, Military",Movie,1,6.45,135
25089,Araiguma Rascal Specials,"Drama, Slice of Life",Special,2,5.67,101
33232,Area 88 Movie,"Action, Adventure, Drama, Military, Romance",Movie,1,7.18,210
26013,Backkom Mission Impossible,"Comedy, Kids, Parody",ONA,2,6.11,97
24373,Bakabon Osomatsu no Karee wo Tazunete Sansenri,Comedy,Special,1,6.58,173
17687,Bemubemu Hunter Kotengu Tenmaru,"Adventure, Fantasy",TV,19,6.67,107
5478,Bikkuriman 2000,"Adventure, Fantasy, Kids",TV,68,6.1,153
9812,Bit the Cupid,Comedy,TV,48,6.0,109
18191,Boku wa Ou-sama (TV),Kids,TV,12,6.4,141
20109,Bokura Mangaka: Tokiwasou Monogatari,"Comedy, Slice of Life",Special,1,7.31,137
8403,Bonobono: Kumomo no Ki no Koto,Drama,Movie,1,6.0,137
10210,Bug tte Honey,"Adventure, Comedy",TV,51,6.3,146
10245,Burning Village,"Fantasy, Horror",OVA,10,5.83,108
7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Kids,OVA,1,5.86,176
17657,Chibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tachi,"Adventure, Kids",Special,1,6.4,76
24269,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power",Movie,1,4.69,93
31211,Choegang Top Plate,"Action, Comedy, Kids, Sports",TV,26,7.2,86
30923,Colorful Ninja Iromaki,Fantasy,Movie,1,6.0,442
25977,Contact 2,"Comedy, Kids, Sci-Fi",Special,1,5.58,101
6759,Cynical Hysterie Hour: Trip Coaster,"Comedy, Slice of Life",Movie,1,5.96,110
16572,Dokgotak: Taeyang-eul Hyanghae Deonjyeola,Sports,Movie,1,5.5,72
20077,Dotanba no Manners,"Comedy, Slice of Life",TV,283,6.75,75
8478,Doubutsu Kankyou Kaigi,Kids,TV,20,5.68,151
30193,Eun-sil-i,Drama,Movie,1,5.81,163
29179,Futago no Ookami Daibouken,"Kids, Music",Music,1,4.2,85
23607,Gaki Deka,"Comedy, Ecchi, Kids, Parody, Shounen",TV,22,5.0,72
20175,Gamba to Kawauso no Bouken,"Adventure, Kids",Movie,1,6.5,95
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,"Comedy, Shounen",OVA,1,6.08,125
16908,Ganbare! Oden-kun,Comedy,TV,102,5.83,97
12451,Gattai Robot Atranger,Mecha,OVA,1,4.77,115
24677,Gegege no Kitarou: Kitarou Tanjou-hen,Supernatural,Special,1,5.13,103
25609,Genki Genki Non-tan,"Kids, Music",TV,15,6.17,56
9388,Ginga Hyouryuu Vifam: Atsumatta 13-nin,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.07,123
31263,Grim,Dementia,Movie,1,4.32,121
19751,Gu-Gu Ganmo (Movie),Comedy,Movie,1,5.58,69
33474,Haha wo Tazunete Sanzenri (Movie),"Adventure, Drama, Historical, Slice of Life",Movie,1,6.81,105
8764,Hajime Ningen Gon,"Comedy, Historical",TV,39,6.46,129
29972,Hakuchuu Meikyuu,Dementia,ONA,1,3.02,99
5930,Hayou no Ken: Shikkoku no Mashou,"Fantasy, Shoujo, Supernatural",OVA,2,5.79,182
22449,Hello Kitty no Nagagutsu wo Naita Neko,"Fantasy, Kids",OVA,1,6.04,102
17481,Hello Kitty no Oyayubi-hime (OVA),"Fantasy, Kids",OVA,1,5.83,140
26111,Hibike! Wadaiko,"Drama, Kids",OVA,1,6.78,307
24089,High School Jingi,"Action, Comedy, Seinen",OVA,1,5.0,84
13431,Himitsukessha Taka no Tsume NEO,"Comedy, Parody, Super Power",TV,38,6.62,151
21549,Hitotsuboshi-ke no Ultra Baasan,"Comedy, Slice of Life",TV,13,4.88,85
10509,Hoero! Bun Bun (Movie),Kids,Movie,1,6.28,120
18309,Hopiwa Chadolbawi,"Action, Adventure, Historical, Shounen",Movie,1,4.85,76
3414,Hula Kappa,Comedy,TV,78,6.09,168
16007,Hyoutan Suzume,Fantasy,Movie,1,5.0,136
9902,Hyper ERT,Kids,TV,20,6.0,73
26119,Iwata Kunchi no Obaachan,"Drama, Historical, Kids",OVA,1,6.33,52
29623,Jiaoao de Jiangjun,Drama,Movie,1,5.64,107
20835,Joshikousei Nobunaga-chan!!,"Comedy, Ecchi, School",ONA,10,5.96,473
11857,Judo Sanka,"Shounen, Sports",TV,27,6.68,128
11767,Justeen,"Action, Mecha, Sci-Fi",OVA,1,5.36,508
29409,Juu-nin no Chiisa na Indian,Kids,Movie,1,3.5,103
10965,Kagaku Bouken-tai Tansar 5,"Adventure, Mystery, Sci-Fi, Supernatural",TV,34,6.73,98
21551,Kaitei Toshi no Dekiru made,Sci-Fi,Movie,1,8.0,64
23613,Kakkun Cafe,"Comedy, Parody, Slice of Life",Movie,1,5.86,54
13827,Kamiusagi Rope x Panasonic Collaboration,"Comedy, Slice of Life",Movie,1,5.79,116
30743,Kanagatari. Kanabakari.: Kanadian Families,Slice of Life,OVA,1,6.36,209
30167,Kanashiki Mongoose,"Kids, Music",Music,1,3.36,90
26333,Kaneko Misuzu: Yasashisa no Fuukei,"Drama, Kids",OVA,1,5.25,53
23639,Kappa Kawatarou,"Kids, Supernatural",Movie,1,4.85,101
8065,Karakuri Kengou Den Musashi Lord,"Action, Adventure, Mecha",TV,50,6.37,208
5140,Karaoke Senshi Mike-tarou,"Kids, Music",TV,20,7.05,159
20127,Kariage-kun,"Comedy, Seinen, Slice of Life",TV,59,6.5,79
24047,Kaseki Dorobou to Kyouryuuseki,"Adventure, Kids",ONA,1,5.59,107
17339,Kentauros no Densetsu,"Action, Drama",OVA,1,5.58,84
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,"Kids, Supernatural",OVA,1,5.54,76
22625,Kero Kero Keroppi no Dai Bouken,"Adventure, Fantasy, Kids",OVA,1,6.0,75
10237,Ki-Fighter Taerang,"Adventure, Kids",TV,26,5.92,81
19683,Kick no Oni (1971),"Shounen, Sports",Movie,1,4.78,85
17483,Kiki to Lala no Hansel to Gretel,Kids,OVA,1,4.0,82
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,"Comedy, Mecha",OVA,3,5.61,188
29555,Kinken Chochiku Shiobara Tasuke,Historical,Movie,1,4.21,101
26293,Kokoro no Hanataba,Kids,OVA,1,7.5,46
26117,Kokoroya,"Kids, Psychological, Sci-Fi",OVA,1,8.0,66
33854,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,"Comedy, Slice of Life",ONA,1,5.4,48
8595,Kotencotenco,"Adventure, Comedy, Fantasy, Kids, Magic",TV,52,6.18,102
33226,Kotowaza Gundam-san,"Comedy, Mecha, Parody",ONA,17,6.13,200
28151,Kujakuou: Sengoku Tensei,"Action, Demons, Historical, Supernatural",ONA,1,4.33,181
17669,Kunimatsu-sama no Otoridai,"Comedy, School, Sports",TV,46,6.88,95
27847,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,"Fantasy, Kids, Supernatural",OVA,1,6.5,45
6065,Lemon Angel YJ-ban,"Romance, School",OVA,2,5.71,217
17104,Lolling Seutajeu (Movie),"Kids, Sports",Movie,1,6.0,63
19971,Machi Ichiban no Kechinbou,"Drama, Historical, Music, Supernatural",Special,1,5.61,117
3828,Maegami Tarou,Adventure,Special,1,6.08,105
22979,Magical★Taruruuto-kun: Sukisuki Takoyaki!,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.5,86
33183,Mahoutsukai Precure! Movie,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",Movie,1,7.71,514
9818,Mak Dau BoloYao WongZi,Comedy,Movie,1,7.18,102
33547,Mameshiba x Gaist Crusher Collab CM,"Comedy, Fantasy, Parody",Special,1,5.08,128
11829,Manga Mitokoumon,Historical,TV,46,7.15,169
22509,Manga Nihonshi (NHK Han),Historical,TV,40,7.55,188
16784,Marin X,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.08,76
33843,Matsubara-kun: Mackie E no Ouen Message,Comedy,ONA,1,3.38,48
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,"Adventure, Comedy, Fantasy, Mecha, Shounen",Movie,1,6.22,381
25085,Meiken Lassie Specials,"Adventure, Slice of Life",Special,2,6.38,69
7751,Midnight Horror School,Comedy,TV,52,6.9,328
26259,Mienu Me ni Kanjita Kumotoriyama no Asahi,"Drama, Kids",OVA,1,9.0,47
29557,Mikuni no Tame Ni,"Historical, Military",Movie,1,4.14,96
16954,Milky Passion: Dougenzaka - Ai no Shiro,"Josei, Romance",OVA,1,5.47,196
18275,Mini Yon Soldier Rin!,"Action, Adventure, Mecha, Shounen",OVA,1,4.8,63
8243,Mizuki Shigeru no Toono Monogatari,"Adventure, Fantasy",Movie,1,7.67,143
29833,Mochi Mochi no Ki,Kids,Movie,1,4.27,99
25547,Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,"Comedy, Kids",ONA,1,3.78,71
22671,Momoya x Peeping Life: Go en Desu yo! II,"Comedy, Slice of Life",ONA,5,5.15,169
19479,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,"Action, Comedy, Ecchi, Parody",Special,1,6.2,105
12391,Mouretsu Atarou (1990),"Comedy, Kids, Slice of Life",TV,34,7.1,103
31638,Mr. Shape,"Comedy, Kids",Special,3,4.71,54
33537,My Home,Slice of Life,ONA,1,5.14,45
30398,Nani ga Dekiru ka na,Comedy,Movie,1,3.52,101
27943,Nano Invaders,"Action, Adventure, Shounen, Super Power",TV,52,7.08,519
26215,Niji no Kizuna,"Drama, Kids",OVA,1,6.67,46
19917,Nijuushi no Hitomi,"Drama, Historical",Special,1,6.25,58
23647,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,"Comedy, Kids, Martial Arts, Slice of Life",Movie,1,6.0,108
8777,Nobara no Julie,"Adventure, Drama, Historical, Music",TV,13,5.96,190
9303,Noel no Fushigi na Bouken,"Adventure, Comedy, Fantasy",Movie,1,5.38,133
18575,Noobow: Kieta Medal,"Kids, Slice of Life",OVA,1,5.8,57
7575,Oh! Family,"Comedy, Drama, Romance, Shoujo, Slice of Life",TV,26,6.17,201
18815,Oh! Super Milk-chan Special,"Action, Comedy, Sci-Fi",Special,1,5.93,178
23865,Ojisan Kaizou Kouza,Comedy,Movie,1,6.43,60
10353,Okama Hakusho,"Comedy, Seinen",OVA,3,5.67,183
23267,Osaru no Tairyou,Slice of Life,Movie,1,4.36,111
32087,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Comedy,Special,1,6.29,193
17467,Otoko Ippiki Gaki Daishou,"Action, Drama, Shounen",TV,156,7.2,158
32147,Peeping Life x Kids Station,"Comedy, Slice of Life",Special,3,4.08,77
22675,Peeping Life: Gekijou Original-ban,"Comedy, Slice of Life",Movie,5,4.67,161
22631,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,"Comedy, Parody",OVA,10,4.88,135
17359,Peeping Life: The Perfect Explosion,"Comedy, Slice of Life",OVA,10,5.19,211
25983,Private Eye Dol,"Comedy, Mystery",Special,3,5.91,73
17313,Pro Golfer Saru,"Kids, Sports",Special,1,6.2,74
15905,Qin Shiming Yue Zhi: Wanli Changcheng,"Action, Fantasy, Historical, Martial Arts",TV,37,8.43,273
16526,Ranpou,"Comedy, Parody, School",TV,21,6.67,103
15069,Robin-kun to 100 nin no Otomodachi Season 2,Kids,TV,13,5.17,73
9061,RPG Densetsu Hepoi,"Adventure, Fantasy",TV,50,6.89,158
4940,Sabaku no Kaizoku! Captain Kuppa,"Action, Adventure",TV,26,7.16,212
8561,Saint Elmo: Hikari no Raihousha,Sci-Fi,Special,1,6.25,152
25915,Sakura Capusule,"Kids, Slice of Life",OVA,1,6.07,282
21483,Sanchoume no Yuuhi,"Comedy, Slice of Life",TV,27,7.33,72
10077,Sango no Umi to Ouji,Fantasy,OVA,1,6.16,132
23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,"Comedy, Kids",OVA,1,5.25,49
8955,Senjutsu Choukoukaku Orion,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Special,1,5.47,244
21489,Shin Dokonjou Gaeru: Dokonjou Yumemakura,"Comedy, Slice of Life",Movie,1,5.9,66
25065,Shin Dousei Jidai: Hawaiian Breeze,"Drama, Romance",OVA,1,6.5,79
25075,Shoukoushi Cedie Specials,"Drama, Shoujo, Slice of Life",Special,2,7.2,82
8832,Shounen Ashibe 2,"Comedy, Slice of Life",TV,25,5.63,125
7639,Shounen Santa no Daibouken!,"Adventure, Fantasy, Shounen",TV,24,6.12,114
10541,Shuukan Shimakou,Comedy,TV,11,5.32,251
19999,Sobakasu Pucchi,"Adventure, Comedy, Kids",TV,162,7.18,72
30082,Sonna Boku ga Suki,"Kids, Music",Music,1,4.06,68
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"Comedy, Fantasy, Kids",Movie,1,5.38,71
21291,Sore Ike! Anpanman: Minami no Umi wo Sukue!,"Comedy, Fantasy, Kids",Special,1,5.5,88
21969,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"Comedy, Fantasy, Kids",Movie,1,6.05,87
11497,Sore Ike! Zukkoke Sannin-gumi,"Comedy, Kids, School",TV,26,7.0,86
3885,Sugar Bunnies,Kids,TV,26,6.61,315
4553,Sukima no Kuni no Polta,Fantasy,TV,13,5.67,217
26035,Sweet Spot,Comedy,OVA,1,7.0,59
16754,Taegeugsonyeon Huin Dogsuli,"Action, Adventure, Shounen, Super Power",Movie,1,3.79,73
18567,Taiman Blues: Ladies-hen - Mayumi,Shounen,OVA,2,4.93,99
17487,Tantei Shounen Kageman,"Comedy, Mystery",TV,39,6.5,76
